artist,comment,level,lr2_bmsid,md5,name_diff,title,url,url_diff,player,clear_player,theoretical_score,top_score,average_score,std_dev_score,optimized_p,bpi_scores
しらいし,,9,1911,d65cad7ea336099292c5af80e222018e,,千年女王 [Hyper],http://skydrive.live.com/?cid=fc95a680740ca8c9&id=FC95A680740CA8C9%21111,,10287,999,4004,3945,3596.7107,104.6969,0.5,"[3946.32, 3933.99, 3921.82, 3910.26, 3899.72, 3890.56, 3883.09, 3877.58, 3874.19]"
Ras obj.screw,http://absolute.pv.land.to/bmsuploader.htmlBOF系up0461.zipBOF系up0446.zipの修正版,3,174130,d67e55f35737d07bdb1b6e574ab8b47c,http://iidxscrew.blog.fc2.com/blog-entry-1.html,STAGER [7_Success],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=356&event=88,http://iidxscrew.blog.fc2.com/blog-entry-1.html,8270,1000,3564,3555,3401.193,59.943,0.5,"[3548.4, 3539.59, 3529.63, 3519.2, 3508.96, 3499.57, 3491.62, 3485.57, 3481.79]"
Hate vs Brilliance,BOF2008にて個人戦スコア部門第9位(所属チームは音切草)作者HP http://sound.jp/hate/ANOTHER譜面BMS段位認定 十段1曲目,4,89,d6b485999d498560213aa45b0cd6c6b7,,Quark,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=7&event=54,,16224,1000,3082,3067,2894.622,60.5428,0.5,"[3058.63, 3049.06, 3038.81, 3028.48, 3018.61, 3009.73, 3002.31, 2996.73, 2993.27]"
daiji+lobsak / air,,12,415,d6f3d41748530fb28d3f5e7bf0bda7d6,,Happy☆mooN (MANIAC),http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21143,,7639,999,4182,4182,3985.1602,86.9923,0.535833466650659,"[4181.93, 4179.77, 4173.35, 4162.56, 4148.4, 4132.5, 4116.76, 4103.17, 4093.58]"
xi / obj:Risky*,up1433.rar,10,83710,d6fb78635d9c5027417c3beefe6ade67,http://absolute.pv.land.to/uploader/upload.html,Halcyon [ANOTHER+],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=237&event=65,http://absolute.pv.land.to/uploader/src/up1433.rar,9145,1000,5110,5060,4706.281,117.4708,0.5,"[5056.99, 5044.26, 5031.55, 5019.36, 5008.16, 4998.38, 4990.38, 4984.45, 4980.8]"
Rocky / obj:夢瑠,■ GENOSIDE2018段位認定 発狂十段 1曲目（18/04/15～）,22,174324,d6fea1389a86fc14eb354fcc5e60e03e,http://yumerusabun.web.fc2.com/nue_hakkyou.html,多重極展開 [yumether],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=62&event=88,http://yumerusabun.web.fc2.com/nue_hakkyou.html,2689,901,5800,5707,5080.5339,223.9644,0.5,"[5723.92, 5708.4, 5693.16, 5678.74, 5665.62, 5654.24, 5644.98, 5638.15, 5633.96]"
orangentle / deadblue238 / Note:薄杏,BOF系全般 up0218.rar,7,141687,d70b69449d39959609c20cc95230ff20,http://absolute.pv.land.to/bmsuploader.html,HAELEQUIN [EX],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=389&event=83,http://absolute.pv.land.to/bof/src/up0218.rar,8554,997,4518,4486,4253.1595,79.2516,0.5,"[4478.49, 4467.7, 4456.77, 4446.17, 4436.36, 4427.73, 4420.63, 4415.35, 4412.1]"
minun♂ Remixed by AMAZE obj:SUZUKAZEΛ,汎用 up6747http://absolute.pv.land.to/uploader/src/up6747.zipScore Viewer★6～7http://www.ribbit.xyz/bms/score/view?md5=d70e2549e841819708d279d2478bb1e2TOTAL:430 Gauge:0.189%/Note,5,229081,d70e2549e841819708d279d2478bb1e2,http://suzukazekuhare.web.fc2.com/,Dai-katsugeki〔AMAZE Remix〕 [ZOI],http://starkey.ivory.ne.jp/hr/hr4/detail/view/5/,http://suzukazekuhare.web.fc2.com/,5056,999,4556,4542,4298.5536,98.0974,0.5,"[4532.54, 4521.29, 4508.94, 4496.26, 4483.99, 4472.85, 4463.47, 4456.38, 4451.97]"
incinerate,同梱譜面,3,112155,d77e97b6e6ab2aec290dc3c03f286b8c,,煉獄-Purgatorium- [HYPER],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=172&event=74,,14106,1000,3972,3938,3717.161,64.5963,0.5,"[3931.32, 3920.88, 3910.4, 3900.28, 3890.96, 3882.78, 3876.08, 3871.1, 3868.03]"
loz,汎用up3952.zipHYPER譜面と比較すると音ズレなし,14,176276,d7812341ef0045650e04ed477325b5d6,http://absolute.pv.land.to/bmsuploader.html,Cinderella Cage -Trancecore Mix- [transient],http://yaruki0.sakura.ne.jp/event/ondanyugi4/impression.cgi?no=11,http://absolute.pv.land.to/uploader/src/up3952.zip,4165,997,4562,4532,4201.5336,129.1568,0.5,"[4522.31, 4509.41, 4496.06, 4482.9, 4470.56, 4459.6, 4450.54, 4443.76, 4439.57]"
daiji&sa10,原曲：華のさかづき大江山（東方地霊殿）,23,9377,d785b69456b6c5836e290cd3613d63a6,,orion ring -EXTRA-,http://sound.jp/lobsak/,,2977,766,7450,7207,6117.5379,410.5538,0.5,"[7330.18, 7313.28, 7297.17, 7282.29, 7269.01, 7257.66, 7248.53, 7241.84, 7237.76]"
ZUN(Arr.sun3) (obj.mp),"作者HP　http://web.archive.org/web/20060430103816/http://succinicacid.hp.infoseek.co.jp/index.html
（作者HPからはDL不可）",10,1752,d79f68eeb1dcd10f52e8e8891928ea1f,http://ibizatrance.nomaki.jp/index.html,Fate/fete (MANIAC),http://skydrive.live.com/?cid=fc95a680740ca8c9&id=FC95A680740CA8C9%21111,http://ibizatrance.nomaki.jp/index.html,8571,1000,3480,3475,3252.094,75.8431,0.5,"[3469.97, 3460.46, 3448.51, 3435.09, 3421.28, 3408.19, 3396.84, 3388.07, 3382.54]"
Ninja Action Team,obj:lobsak,18,426,d7b6fffc45e0f7e4177774da6ba8812e,http://nekokan.dyndns.info/~lobsak/hokan/,Showguts (吉凶相交),http://ninjaactionteam.sakura.ne.jp/,http://nekokan.dyndns.info/~lobsak/hokan/,4471,988,4210,4096,3674.4838,143.1892,0.5,"[4129.26, 4117.26, 4105.79, 4095.15, 4085.64, 4077.49, 4070.93, 4066.12, 4063.18]"
snowdrop obj;江澤,,16,1272,d8a410196477a39ec1a17027aa87ab98,http://nekokan.dyndns.info/~lobsak/hokan/,Sicilian Kiss (dead end mix),http://web.archive.org/web/20070630065517/http://nothing.sh/~manbow/event/LiZvsOMT/event.cgi?action=More_def&event=1&num=18,http://nekokan.dyndns.info/~lobsak/hokan/,4862,987,4740,4723,4377.4397,116.908,0.5,"[4711.83, 4698.58, 4684.1, 4669.25, 4654.91, 4641.91, 4630.97, 4622.71, 4617.57]"
sun3 / BGA:Johnny / OBJ:K-SPIN,★13?http://absolute.pv.land.to/bof/upload.htmlBOF系up1170.zipTOTAL:580 Gauge:0.218%/Note,13,228859,d8aa55c5fff09801096eac9114755dda,http://kspinbms.web.fc2.com/insane.html,Synth Stream (RUNOTHER7),http://manbow.nothing.sh/event/event.cgi?action=More_def&num=220&event=65,http://kspinbms.web.fc2.com/insane.html,2432,999,5320,5280,4711.4525,204.3267,0.5,"[5270.35, 5254.07, 5237.19, 5220.54, 5204.92, 5191.05, 5179.57, 5170.98, 5165.67]"
TiS feat.紅梔子,同梱譜面,3,212918,d93d26ea51b78bc9b000b24aae30eabd,,Starry Fate (Dif),http://manbow.nothing.sh/event/event.cgi?action=More_def&num=23&event=103,,6543,1000,4262,4255,4089.693,67.206,0.5002962828312978,"[4249.2, 4240.37, 4229.99, 4218.83, 4207.68, 4197.31, 4188.45, 4181.66, 4177.41]"
篠螺悠那 / 29,,3,427,da88281a5e665843d858a35175aad7e0,http://nick.xxxxxxxx.jp/,物怪舞踏 [29Another],http://tsubu.ath.cx/~ssry/music.html,http://nick.xxxxxxxx.jp/,13154,1000,4206,4192,4044.656,54.5832,0.5,"[4184.27, 4175.43, 4165.97, 4156.44, 4147.34, 4139.16, 4132.32, 4127.18, 4123.99]"
ABE3,同梱の.bファイルを.bmeに変更することでプレイ可GENOSIDE段位認定 発狂七段 2曲目,17,79222,dab5146a185e036cb1514b71edf1032a,,Ereshkigal (FOOLISH),http://abeyuta.syoyu.net/,,5395,992,5632,5569,5111.4617,135.4166,0.5,"[5570.74, 5556.67, 5542.7, 5529.35, 5517.12, 5506.46, 5497.75, 5491.3, 5487.34]"
xi / air,補完http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,17,948,dae5aafc422dc625e602349b2b9cfa26,,FREEDOM DiVE [GALAXY],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=15&event=50,https://dl.dropboxusercontent.com/s/g3ig60n2oi3nc9g/airsabun.zip,8376,990,5658,5625,5047.7566,175.7147,0.5,"[5613.18, 5596.65, 5579.24, 5561.87, 5545.42, 5530.72, 5518.48, 5509.3, 5503.62]"
A4paper/obj_jakko,obj_jakko 差分一覧 http://joka193.blog.fc2.com/blog-category-0.html,2,158413,daf6f6a9a70bfe2b8926df38331215fc,http://www.dropbox.com/s/kkdrf8s3hczdigp/Supernova%20sabun.lzh,Supernova [Another+],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=24&event=86,http://www.dropbox.com/s/kkdrf8s3hczdigp/Supernova%20sabun.lzh,7639,1000,3616,3612,3502.889,50.0011,0.5,"[3609.23, 3602.72, 3594.52, 3585.28, 3575.77, 3566.75, 3558.92, 3552.88, 3549.06]"
MINT BGA : Can.D-mtmrw / OBJ : 0samil0,,1,200050,db5d1639dec6cbebecf70a2c52b3683b,http://app.box.com/s/06hi7wd6cbe2ttj7d8x7,CYCLONE [EX],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=37&event=96,http://app.box.com/s/06hi7wd6cbe2ttj7d8x7,7905,1000,3514,3507,3399.088,45.1202,0.5968398690884036,"[3503.21, 3497.27, 3490.29, 3482.57, 3474.46, 3466.4, 3458.85, 3452.33, 3447.44]"
wa. / obj. Limite,差分URL Mirror : http://absolute.pv.land.to/bof/src/up0496.rarBOF系全般up0496,15,176830,db8f91be3b179ad2e438eedaff42eab5,http://skydrive.live.com/redir?resid=82802170C27AB988%21148,事象の地平 [事件の展開],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=320&event=88,http://skydrive.live.com/redir?resid=82802170C27AB988%21148,3643,992,4444,4405,4032.5806,123.3132,0.5623364270409691,"[4398.72, 4386.65, 4374.11, 4361.52, 4349.36, 4338.11, 4328.26, 4320.3, 4314.77]"
SHIKI / air,,12,646,db91d03800a7a171fe8d33300fefbe2e,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,Pure Ruby [Another+],http://shiki2.sakura.ne.jp/,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,10931,998,3470,3446,3286.5301,55.5484,0.5,"[3438.34, 3429.28, 3420.06, 3411.07, 3402.73, 3395.37, 3389.31, 3384.8, 3382.01]"
syatten / air,差分保管:https://www.dropbox.com/s/pdrqf03hh8frs9g/aliceblue%20%28Radio%20Edit%29.zip?dl=0,1,25,dbe5b5890e751aefbbee6187797b6e66,,aliceblue (Radio Edit) (SP EX),http://web.archive.org/web/20090918191807/http://www.planetoid.biz/?page_id=8,https://dl.dropboxusercontent.com/s/g3ig60n2oi3nc9g/airsabun.zip,23065,1000,3400,3400,3307.064,39.1408,0.5,"[3399.96, 3398.4, 3393.67, 3385.85, 3375.87, 3365.07, 3354.85, 3346.52, 3341.08]"
SPELL BREAK/obj_jakko HEART BREAK,obj_jakko 差分一覧 http://joka193.blog.fc2.com/blog-category-0.html,11,166013,dbefc24c03e843b88cb1a1436b10638a,http://www.dropbox.com/s/3trxvv0gtzwqa0b/lamdba_another%2B.lzh,Lambda Driver [ANOTHER+],http://web.archive.org/web/20130820214520/http://3t1a.net/bms.html,http://www.dropbox.com/s/3trxvv0gtzwqa0b/lamdba_another%2B.lzh,5753,1000,4188,4158,3918.198,90.8574,0.5326834613535437,"[4150.45, 4140.04, 4129.31, 4118.68, 4108.58, 4099.43, 4091.63, 4085.55, 4081.55]"
E.Elgar rmx by bbangsami / deadblue238 obj.sialua,同梱譜面,2,150961,dbfda884e3408cc0f956a491df6346a4,,PCM (7 another),http://k-bms.com/party_pabat/party.jsp?board_num=1&num=74,,9372,1000,3300,3297,3162.542,51.3807,0.6251956789117247,"[3295.82, 3290.97, 3284.18, 3275.7, 3265.95, 3255.5, 3245.06, 3235.48, 3227.81]"
篠螺悠那 feat. 鯛の小骨,原曲：永夜の報い～Imperishable Night(東方永夜抄),3,31,dcb93d8d9c3e0386afb721fc55821c4b,http://nekokan.dyndns.info/~lobsak/hokan/,Imperishable Night 2006 -SP ANOTHER-,http://tsubu.ath.cx/~ssry/,http://nekokan.dyndns.info/~lobsak/hokan/,18644,1000,4012,3999,3863.293,47.4691,0.5,"[3991.68, 3983.21, 3974.12, 3964.92, 3956.14, 3948.22, 3941.61, 3936.62, 3933.53]"
dj sept-em / air,差分保管:https://www.dropbox.com/s/1exx5a4smi63bdi/OAA-%CE%B3.zip?dl=0,15,521,dcc8b07ed8a8acd6bb1f0402d99f6764,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,OAA-γ [HEAVEN],http://www.scn-net.ne.jp/~estine/,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,5318,999,6068,6048,5566.6567,184.0719,0.5,"[6035.28, 6019.96, 6003.22, 5986.06, 5969.5, 5954.48, 5941.86, 5932.32, 5926.39]"
ねこみみ魔法使い /差分　赤い人 for 柴崎芦花,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red.html,20,125742,dcf3d946cbc402dec08871b115225c46,http://akred.web.fc2.com/bmsfile/nm12-INFELNO.bme,彼女の言い分 -ﾋﾟｺﾋﾟｺedit- [INFELNO],http://nekomimi.name/,http://akred.web.fc2.com/bmsfile/nm12-INFELNO.bme,3428,967,4744,4656,4153.5016,166.5729,0.5,"[4671.33, 4657.35, 4643.69, 4630.82, 4619.15, 4609.05, 4600.85, 4594.81, 4591.11]"
wa. / deadblue238,同梱譜面BOF2012のtorrentパッケージからDL可能\r http://www.ceena.net/view.php?id=120929235457-966460,4,140332,dd09b41665fc3944098a62a1d7dbfd95,,Lieselotte [INSANE],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=284&event=83,,10659,997,3412,3408,3299.1986,43.4445,0.5,"[3405.23, 3398.73, 3390.54, 3381.32, 3371.83, 3362.83, 3355.01, 3348.97, 3345.17]"
裏 吉 川 / obj: black train,発狂BMS段位認定 六段4曲目,16,354,dd99972264eeab7e4cd22d9a64ccb569,http://absolute.pv.land.to/,A c i - L - G O D,http://www5.pf-x.net/~malie/,http://absolute.pv.land.to/,8496,998,6954,6938,6538.2214,168.5133,0.5,"[6926.35, 6912.28, 6896.7, 6880.57, 6864.9, 6850.62, 6838.57, 6829.44, 6823.76]"
㍊ゼ,,???,2766,ddee030a63c0bf3adefe95af3188d279,,Milly Barll,http://www.luzeria.net/?p=387,,2892,881,4000,3952,3325.6493,206.154,0.5,"[3944.81, 3928.0, 3910.76, 3893.87, 3878.11, 3864.17, 3852.66, 3844.08, 3838.78]"
メスクラ (エヴァたん＆メコたん) / obj:midori,発狂BMS段位認定 二段4曲目,6,662,de32b7a4c93d8e144468360f292bfa19,,アズール リミックス -damepo7-,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,,12420,1000,3400,3360,3069.859,84.3035,0.5,"[3353.99, 3342.18, 3330.3, 3318.84, 3308.27, 3299.01, 3291.41, 3285.76, 3282.29]"
SHIKI / rio,本体は自己解凍形式,2,21,de7652bd9c80b8830265336a725f7a98,http://nekokan.dyndns.info/~lobsak/hokan/,Air ANOTHER,http://www.geocities.jp/bmsetc/,http://nekokan.dyndns.info/~lobsak/hokan/,20664,1000,3740,3732,3635.852,37.2822,0.5,"[3727.03, 3720.13, 3712.42, 3704.4, 3696.57, 3689.42, 3683.37, 3678.78, 3675.92]"
Grand thaw/obj.kei,動画はBGA未定義の修正前版です,23,131872,dea6f20c24aabc0984b4a3f66f997ee3,http://flowermaster.web.fc2.com/,AutumnBreeze (kei-unmeansured),http://www5f.biglobe.ne.jp/~careless/,http://flowermaster.web.fc2.com/,2248,840,4498,4242,3578.0726,211.2405,0.5,"[4379.75, 4367.28, 4355.61, 4344.99, 4335.61, 4327.68, 4321.35, 4316.73, 4313.93]"
fen/obj:BOKKI,補完 https://skydrive.live.com/#cid=863934608D908CD0&id=863934608D908CD0%21105,10,54172,df104d0ded6dedbcb6868ee3c9f64735,http://www.geocities.jp/bokki_chinpoman/,Ready to Go (^ω^),http://www.manbow.nothing.sh/event/event.cgi?action=More_def&num=77&event=60,http://www.geocities.jp/bokki_chinpoman/,5210,997,3174,3167,2947.6881,90.7393,0.5,"[3160.48, 3150.44, 3138.48, 3125.49, 3112.42, 3100.23, 3089.77, 3081.75, 3076.72]"
mattaku,同梱譜面,4,95656,df43c2e410faacba3e58276de9e200ed,,エストポリス伝記II ～バトル#2～ (SP BLACK ANOTHER),http://oldgamebms.blog33.fc2.com/blog-entry-13.html,,8676,1000,4420,4418,4327.707,37.8216,0.5,"[4417.4, 4412.75, 4405.9, 4397.46, 4388.28, 4379.24, 4371.18, 4364.86, 4360.83]"
五条下位＆仲村芽衣子 // movie: kagi55x,GENOSIDE段位認定 十段4曲目,2,111994,df84cff13642ddc8903fccaeb36c92f9,,fragment of tears [ANOTHER],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=286&event=74,,15714,999,3526,3525,3418.1321,45.7088,0.5,"[3525.27, 3521.87, 3515.35, 3506.26, 3495.62, 3484.67, 3474.62, 3466.58, 3461.39]"
Grand Thaw,同梱譜面以下readmeより>・&#196;ventyr(エーヴェンティール)：スウェーデン語で”冒険”の意。>・fiol(フィオール)：スウェーデン語で”バイオリン／フィドル”の意。>>BMSファイルやBOF会場では、曲名をAeventyrと表記していますが>これはShift-JIS環境下でウムラウトが使えない為>やむをえず代用表記した形となります。>正式には&#196;ventyrが正しい表記となります。,2,140321,dfda2cdf3527b470e8951ba285d6bc28,,Aeventyr [MX],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=289&event=83,,14594,1000,3644,3628,3467.058,54.5244,0.5,"[3619.8, 3610.54, 3600.74, 3590.93, 3581.61, 3573.26, 3566.3, 3561.08, 3557.84]"
ZUN(Arr.sun3) (obj.mp),,14,1788,e022e596e01ba8e9e743df5ee6dad887,http://ibizatrance.nomaki.jp/sabun.html,Fate/fete (MANIAC+),http://onedrive.live.com/?cid=fc95a680740ca8c9&id=FC95A680740CA8C9%21111,http://ibizatrance.nomaki.jp/sabun.html,5884,992,3840,3800,3432.0595,107.7396,0.5,"[3792.75, 3779.45, 3765.92, 3752.78, 3740.57, 3729.82, 3720.97, 3714.39, 3710.33]"
Chitose / obj : LTFE♪,,9,187919,e039116cb3a00a7b6e489eaf16a77a3f,http://1drv.ms/1kbH9Nu,Lucifer,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=50&event=86,http://1drv.ms/1kbH9Nu,5244,999,3538,3521,3318.9319,87.4422,0.5,"[3511.93, 3501.57, 3490.54, 3479.45, 3468.89, 3459.41, 3451.5, 3445.55, 3441.86]"
Nego_tiator (movie : Fiz) obj:vy,BOF G2R系 up0950 (ファイル直リンク禁止のためリンク修正),15,220679,e044300f3f9b8fecf5d1c58038d32da9,http://absolute.pv.land.to/bmsuploader.html,Grisaille -Labyrinth-,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=52&event=104,http://absolute.pv.land.to/bof/src/up0950.zip,3046,955,5000,4966,4466.3005,169.0172,0.5,"[4955.22, 4939.71, 4923.53, 4907.48, 4892.36, 4878.89, 4867.71, 4859.34, 4854.17]"
Urban Techno Cafe / obj:arufis,,8,1736,e0903b51799252ae9e0de88ca4c4d3d9,http://bms.nothing.sh/player/arufis,orbit -EX- (mania of mania mix),http://skydrive.live.com/?cid=EC29ADCCAD727122&id=EC29ADCCAD727122%211113,http://bms.nothing.sh/player/arufis,6678,999,4016,3999,3637.8949,121.5439,0.5,"[3987.65, 3974.15, 3959.36, 3944.16, 3929.48, 3916.16, 3904.95, 3896.47, 3891.2]"
P4koo / obj.siokaze vs jakko,第八回合同差分作成企画登録http://flowermaster.web.fc2.com/kikaku/sabunsakusei.htmlobj_jakko差分一覧 http://joka193.blog.fc2.com/blog-category-0.html,14,183574,e0a436ecba1af214171f616e9f8a2832,http://www.dropbox.com/s/qdvwh90ht4kpa9v/infinite_jakkoVSsiokaze4.lzh,INFINITE BEATS [S+J],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=22&event=92,http://www.dropbox.com/s/qdvwh90ht4kpa9v/infinite_jakkoVSsiokaze4.lzh,4589,998,5850,5839,5433.482,151.5315,0.5,"[5828.56, 5814.8, 5798.89, 5781.94, 5765.12, 5749.58, 5736.32, 5726.21, 5719.87]"
taqumi obj:ξ青龍ξ BGA:highluin / Illust:七曲じゃん,※重要※ 差分企画の方の譜面はあらかじめ削除をしておいてください★6？楽曲保管: https://onedrive.live.com/?id=F0FDD6D137C174FA!151&cid=F0FDD6D137C174FAイベント会場: http://yaruki0.sakura.ne.jp/event/ondanyugi4/impression.cgi?no=5正規推奨TOTAL:330 Gauge:0.181%/Note,6,132434,e0d284d13b043cff5d691dab0a7b7315,http://kusaiseiryu.web.fc2.com/doblestairs.html,DESIRE DRIVE (LLS HARDCORE REMIX) [SEIRYU ANOTHER],http://web.archive.org/web/20140202154617/http://music-side.com/bms/desire_drive.zip,http://kusaiseiryu.web.fc2.com/doblestairs.html,4738,1000,3640,3627,3473.498,65.7695,0.5,"[3619.29, 3610.27, 3600.54, 3590.65, 3581.16, 3572.59, 3565.42, 3560.0, 3556.64]"
梅干茶漬け / 差分 赤い人,差分 右クリックで保存赤い人難易度表 http://akred.web.fc2.com/ak-red-home.html,14,199617,e10f3dbc3b3625b9c65d0c9b7ae61f33,http://akred.web.fc2.com/bmsfile/Galaxy-in-Toybox_HARDEST.bms,Galaxy in Toybox [HARDEST],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=118&event=96,http://akred.web.fc2.com/bmsfile/Galaxy-in-Toybox_HARDEST.bms,3390,1000,4276,4265,3915.951,124.7064,0.5,"[4255.08, 4242.14, 4227.28, 4211.53, 4195.95, 4181.59, 4169.36, 4160.04, 4154.21]"
KA-KU/obj:Azel,同梱譜面,3,139925,e1a065d9370e0948f80fd0959d977000,,ΔΔ [Another+],http://manbow.nothing.sh/event/event.cgi?action=More_def&num=351&event=83,,9473,998,3590,3570,3371.1132,73.0444,0.5,"[3561.02, 3550.77, 3540.03, 3529.37, 3519.3, 3510.32, 3502.86, 3497.28, 3493.82]"
maxXx65535,,9,131845,e1a95a1d8563eb10355121fc12544aaa,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,Uncle Arabian (7-Extra),http://sdrv.ms/RGziYJ,http://nekokan.dyndns.info/~lobsak/bms/repair_pack.zip,5035,998,3528,3502,3194.979,113.2724,0.5,"[3491.85, 3479.31, 3466.21, 3453.22, 3440.98, 3430.07, 3421.02, 3414.25, 3410.05]"
猫蟹丸 / air,Air氏差分保管,12,1776,e243943bdbfe823ae8e073347ce10f5b,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,おジャ魔女でBANBAN！(Pop-mix) (くそふめん♪),http://knm.sakura.ne.jp/index.html,http://skydrive.live.com/?cid=FD93B4F2CB8CD95F&id=FD93B4F2CB8CD95F%21105,8770,999,3054,3007,2775.7277,64.6997,0.5,"[3004.93, 2994.69, 2984.62, 2975.07, 2966.37, 2958.82, 2952.67, 2948.13, 2945.34]"
カラフル・サウンズ・ポート/さ,"https://mega.nz/#F!UFsB0YyB!kwwXNr3CgJq-FvL19myHcA
難易度表保管(☆,★,★★,δ,★)に保管",21,132902,e27f3374832a4df86582520183342245,http://sabosabun.tank.jp/,カラフル・サウンズ・カッター (EX),http://colosseo.nekokan.dyndns.info/c02_shuffle/detail.php?n=16,http://sabosabun.tank.jp/,3098,992,6666,6661,6223.3589,214.8343,0.5,"[6654.43, 6641.91, 6625.69, 6607.11, 6587.77, 6569.29, 6553.16, 6540.66, 6532.76]"
orangentle / obj: black train,一般保管：https://onedrive.live.com/?id=FC95A680740CA8C9%21111&cid=FC95A680740CA8C9,6,1721,e2f79e94416c06323a59ef6440e273f7,http://absolute.pv.land.to/,l'amour d'amour --- 虎のANOTHER,http://manbow.nothing.sh/event/event.cgi?action=More_def&num=100&event=22,http://absolute.pv.land.to/,9492,1000,4720,4712,4434.557,97.2252,0.5,"[4704.23, 4692.9, 4679.5, 4665.01, 4650.49, 4636.97, 4625.38, 4616.51, 4610.95]"
sun3,差分はskydrive内 差分のみ→sun3 をダウンロードで 同梱でないので注意ミラー http://web.archive.org/web/20070127023857/http://succinicacid.hp.infoseek.co.jp/kuso1.zip,5,1205,e30ff61541bc46fea30b81b3f37c60e2,http://cid-ce1dd07774d515b4.skydrive.live.com/browse.aspx/.Public?lc=1041,Lunatic of the Full-Moon (---),http://cid-ce1dd07774d515b4.skydrive.live.com/browse.aspx/.Public?lc=1041,http://cid-ce1dd07774d515b4.skydrive.live.com/browse.aspx/.Public?lc=1041,10170,997,3408,3368,3122.4955,73.1085,0.5,"[3362.83, 3352.01, 3341.2, 3330.85, 3321.33, 3313.02, 3306.22, 3301.18, 3298.08]"
-45 obj Kz / objectpakuri:arufis,発狂BMS段位認定 三段2曲目,7,1209,e31b4a50d7aa493f7746c6a17f2b3069,http://bms.nothing.sh/player/arufis,夢人形 -Extra dream-,http://www5.pf-x.net/~malie/,http://bms.nothing.sh/player/arufis,10514,1000,4484,4460,4273.726,64.5332,0.6809223806225225,"[4454.13, 4446.74, 4438.81, 4430.5, 4422.01, 4413.58, 4405.51, 4398.18, 4392.14]"
Auratus / A.M. / obj.swa,所属チーム「fixes a raven」汎用up0472ムービー注意,8,40681,e37d03dc1487200f376a52c491326ada,http://absolute.pv.land.to/bmsuploader.html,Vorota [sLUNATIC],http://skydrive.live.com/?cid=EC29ADCCAD727122&id=EC29ADCCAD727122%21734,http://absolute.pv.land.to/uploader/src/up0472.zip,7657,998,2672,2667,2548.1052,45.1806,0.5,"[2663.27, 2656.13, 2647.44, 2637.89, 2628.19, 2619.09, 2611.24, 2605.21, 2601.42]"
Gatia/さ,http://big.freett.com/kobakuruse/happycore.zip,11,59037,e3ab06586f401823f8ddad765843ff39,http://sabosabun.tank.jp/,Meeting and Separation -Ex-,http://page.freett.com/kobakuruse/index.htm,http://sabosabun.tank.jp/,5845,998,4064,4052,3776.5531,104.2822,0.5,"[4042.56, 4030.78, 4017.54, 4003.71, 3990.18, 3977.79, 3967.3, 3959.34, 3954.37]"
NAGI / black train,la_noche.exeを実行でファイル展開,6,1212,e3bcd9be1b86a056c489bf102fbc6996,http://absolute.pv.land.to/,la noche (AFOTHER),http://web.archive.org/web/20050427114635/http://hyperextension.web.infoseek.co.jp/sabun2/dairi/la_noche.rar,http://absolute.pv.land.to/,8853,999,4532,4445,4102.5385,109.0246,0.5,"[4462.14, 4450.8, 4439.88, 4429.7, 4420.55, 4412.7, 4406.35, 4401.69, 4398.84]"
BACO,up0719,10,52581,e3c53ab08173061ac8efad8e167fce0e,http://absolute.pv.land.to/bmsuploader.html,SUPERNOVA [EX],http://www3.pf-x.net/~boxism-8500/index.php,http://absolute.pv.land.to/uploader/src/up0719.zip,7666,998,4362,4350,4041.8647,102.1737,0.5,"[4340.17, 4327.8, 4313.83, 4299.18, 4284.8, 4271.62, 4260.43, 4251.94, 4246.63]"
